web-scraper-order,web-scraper-start-url,date,swell_size,time,water_surface,fun-factor-0,fun-factor-1,fun-factor-2,fun-factor-3,fun-factor-4
"1610737438-2020","https://www.wblivesurf.com/reports/page/538/","11.25.2008","Swell Size: Thigh-Waist/ Rare Stomach","3:28 PM / BY: sageisland","Water Surface: Glassy","ratingCell","null","null","null","null"
"1610738568-7459","https://www.wblivesurf.com/reports/page/198/","10.08.2018","Swell Size: Thigh/Waist","3:46 PM / BY: surfreports","Water Surface: Choppy","null","null","null","null","null"
"1610738931-8773","https://www.wblivesurf.com/reports/page/116/","09.03.2019","Swell Size: Stomach-Shoulder High/Occ. Bigger","10:07 AM / BY: surfreports","Water Surface: Semi-Clean","ratingCell","ratingCell","ratingCell","null","null"
"1610737826-4217","https://www.wblivesurf.com/reports/page/401/","02.21.2014","Swell Size: Thigh/Waist/Occ. Bigger","3:37 PM / BY: sageisland","Water Surface: Light Bump/Chop","ratingCell","ratingCell","null","null","null"
"1610738211-6218","https://www.wblivesurf.com/reports/page/276/","11.18.2017","Swell Size: Shin-Knee/ Occ. Thigh High","10:08 AM / BY: surfreports","Water Surface: Bumpy","ratingCell half","null","null","null","null"
"1610737356-1553","https://www.wblivesurf.com/reports/page/567/","07.10.2008","Swell Size: Waist-Stomach Groundswell","1:09 PM / BY: sageisland","Water Surface: Glassy","ratingCell","ratingCell half","null","null","null"
"1610737461-2086","https://www.wblivesurf.com/reports/page/534/","01.07.2009","Swell Size: Thigh-Waist/ Occ. Bigger","3:25 PM / BY: sageisland","Water Surface: Choppy","ratingCell","null","null","null","null"
"1610738065-5472","https://www.wblivesurf.com/reports/page/322/","07.02.2016","Swell Size: Knee to Thigh High","12:30 PM / BY: sageisland","Water Surface: Semi Clean","ratingCell","null","null","null","null"
"1610738653-7760","https://www.wblivesurf.com/reports/page/179/","12.26.2018","Swell Size: Knee High","12:30 PM / BY: surfreports","Water Surface: Choppy","ratingCell half","null","null","null","null"
"1610737712-3551","https://www.wblivesurf.com/reports/page/442/","01.30.2013","Swell Size: Thigh/Waist/Occ. Bigger","3:42 PM / BY: sageisland","Water Surface: Bumpy/Drifty","ratingCell","null","null","null","null"
"1610737983-5027","https://www.wblivesurf.com/reports/page/350/","12.02.2015","Swell Size: Knee/Thigh","7:19 AM / BY: sageisland","Water Surface: Glassy","ratingCell","ratingCell half","null","null","null"
"1610738367-6775","https://www.wblivesurf.com/reports/page/241/","04.09.2018","Swell Size: Knee/Thigh High","1:11 PM / BY: surfreports","Water Surface: Choppy/Drift","null","null","null","null","null"
"1610738147-5858","https://www.wblivesurf.com/reports/page/298/","12.26.2016","Swell Size: thigh/occ.waist","12:31 PM / BY: sageisland","Water Surface: some chop","ratingCell","ratingCell half","null","null","null"
"1610737511-2379","https://www.wblivesurf.com/reports/page/516/","06.18.2009","Swell Size: Thigh/Waist/Occ. Stomach","12:37 PM / BY: sageisland","Water Surface: Light Bump","ratingCell","null","null","null","null"
"1610737356-1552","https://www.wblivesurf.com/reports/page/567/","07.11.2008","Swell Size: Stomach/Chest","8:47 AM / BY: sageisland","Water Surface: Glassy","ratingCell","ratingCell half","null","null","null"
"1610738480-7165","https://www.wblivesurf.com/reports/page/216/","07.21.2018","Swell Size: Thigh/Waist/Occ. Bigger","9:03 AM / BY: surfreports","Water Surface: Clean","ratingCell","ratingCell","ratingCell half","null","null"
"1610739262-10041","https://www.wblivesurf.com/reports/page/37/","08.18.2020","Swell Size: Thigh-Stomach High","12:11 PM / BY: surfreports","Water Surface: Glassy","ratingCell","ratingCell","ratingCell","null","null"
"1610739282-10126","https://www.wblivesurf.com/reports/page/31/","09.14.2020","Swell Size: Thigh-Waist High","10:32 AM / BY: surfreports","Water Surface: Bumpy","ratingCell","ratingCell","null","null","null"
"1610738910-8705","https://www.wblivesurf.com/reports/page/120/","08.19.2019","Swell Size: Knee High","6:28 AM / BY: surfreports","Water Surface: Clean","ratingCell half","null","null","null","null"
"1610738417-6925","https://www.wblivesurf.com/reports/page/231/","05.22.2018","Swell Size: Knee/Thigh/Occ. Waist","6:32 AM / BY: surfreports","Water Surface: Glassy","ratingCell","null","null","null","null"
"1610739279-10118","https://www.wblivesurf.com/reports/page/32/","09.08.2020","Swell Size: Knee-Thigh High","10:09 AM / BY: surfreports","Water Surface: Light Bump","ratingCell half","null","null","null","null"
"1610739091-9341","https://www.wblivesurf.com/reports/page/80/","01.31.2020","Swell Size: Knee-Thigh High/Occ. Bigger","4:06 PM / BY: surfreports","Water Surface: Light Bump","ratingCell half","null","null","null","null"
"1610738261-6387","https://www.wblivesurf.com/reports/page/265/","01.04.2018","Swell Size: Waist/Stomach/Rare Bigger","7:38 AM / BY: surfreports","Water Surface: Clean","ratingCell","ratingCell","null","null","null"
"1610737108-426","https://www.wblivesurf.com/reports/page/638/","10.13.2007","Swell Size: Shin/Occ. Bigger","1:04 PM / BY: sageisland","Water Surface: Glassy","ratingCell half","null","null","null","null"
"1610738506-7269","https://www.wblivesurf.com/reports/page/210/","08.12.2018","Swell Size: Shin/Knee High Shorebreak","9:51 AM / BY: surfreports","Water Surface: Light Bump","ratingCell half","null","null","null","null"
"1610738188-6094","https://www.wblivesurf.com/reports/page/283/","10.24.2017","Swell Size: Waist/Stomach/Occ. Bigger","10:19 AM / BY: surfreports","Water Surface: Light Bump/Chop","ratingCell","ratingCell","ratingCell half","null","null"
"1610737862-4418","https://www.wblivesurf.com/reports/page/388/","01.04.2015","Swell Size: Waist/Stomach/Occ. Chest","12:52 PM / BY: sageisland","Water Surface: Semi-Clean Faces/Light Chop","ratingCell","ratingCell","ratingCell half","null","null"
"1610737851-4351","https://www.wblivesurf.com/reports/page/392/","10.24.2014","Swell Size: Thigh-Waist High/Bigger Sets?","8:58 AM / BY: sageisland","Water Surface: Light Texture","ratingCell","ratingCell","null","null","null"
"1610739248-9969","https://www.wblivesurf.com/reports/page/41/","08.04.2020","Swell Size: chest/shoulder","1:07 PM / BY: surfreports","Water Surface: clean","ratingCell","ratingCell","ratingCell","ratingCell half","null"
"1610737516-2403","https://www.wblivesurf.com/reports/page/514/","07.22.2009","Swell Size: Thigh/Stomach High/Bigger Sets?","6:15 AM / BY: sageisland","Water Surface: 0-5","ratingCell","null","null","null","null"
"1610737397-1781","https://www.wblivesurf.com/reports/page/553/","09.07.2008","Swell Size: Waist-Chest","4:24 PM / BY: sageisland","Water Surface: Choppy/ Clean Faces","ratingCell","ratingCell half","null","null","null"
"1610739102-9397","https://www.wblivesurf.com/reports/page/77/","02.10.2020","Swell Size: Knee High","3:59 PM / BY: surfreports","Water Surface: Light Bump","ratingCell","ratingCell half","null","null","null"
"1610737519-2426","https://www.wblivesurf.com/reports/page/513/","07.24.2009","Swell Size: Chest/Occ. Head High","9:04 AM / BY: sageisland","Water Surface: Semi Clean","ratingCell","ratingCell half","null","null","null"
"1610737611-2964","https://www.wblivesurf.com/reports/page/479/","08.25.2011","Swell Size: Chest/Head","6:22 AM / BY: sageisland","Water Surface: Clean","ratingCell","ratingCell","null","null","null"
"1610739148-9611","https://www.wblivesurf.com/reports/page/64/","04.26.2020","Swell Size: Waist - Stomach High","12:17 PM / BY: surfreports","Water Surface: Some Texture","ratingCell","ratingCell","ratingCell half","null","null"
"1610737350-1517","https://www.wblivesurf.com/reports/page/569/","06.30.2008","Swell Size: Thigh/Waist/Occ. Stomach","6:12 AM / BY: sageisland","Water Surface: Semi-Clean/Bump","ratingCell","ratingCell half","null","null","null"
"1610739054-9181","https://www.wblivesurf.com/reports/page/90/","12.22.2019","Swell Size: shin/knee","7:29 AM / BY: surfreports","Water Surface: light chop/bump","ratingCell half","null","null","null","null"
"1610737952-4860","https://www.wblivesurf.com/reports/page/361/","09.23.2015","Swell Size: Waist/Chest","10:04 AM / BY: sageisland","Water Surface: Choppy/Drifty","ratingCell","ratingCell","ratingCell half","null","null"
"1610737505-2333","https://www.wblivesurf.com/reports/page/518/","06.05.2009","Swell Size: Thigh/Waist High","9:50 AM / BY: sageisland","Water Surface: Choppy/ Clean Faces","ratingCell","null","null","null","null"
"1610737116-466","https://www.wblivesurf.com/reports/page/635/","10.23.2007","Swell Size: Thigh/Waist High","7:12 AM / BY: sageisland","Water Surface: Glass/Inside Bump","ratingCell","ratingCell half","null","null","null"
"1610737533-2505","https://www.wblivesurf.com/reports/page/508/","09.07.2009","Swell Size: Waist/Chest High","6:54 AM / BY: sageisland","Water Surface: Choppy","ratingCell","null","null","null","null"
"1610738593-7538","https://www.wblivesurf.com/reports/page/193/","10.29.2018","Swell Size: Knee/Thigh High Shorebreak","10:01 AM / BY: surfreports","Water Surface: Glassy","null","null","null","null","null"
"1610738208-6201","https://www.wblivesurf.com/reports/page/277/","11.14.2017","Swell Size: Knee-Thigh High","12:37 PM / BY: surfreports","Water Surface: Light Texture","ratingCell","ratingCell half","null","null","null"
"1610738767-8145","https://www.wblivesurf.com/reports/page/155/","04.01.2019","Swell Size: Knee High Shore Break","7:18 AM / BY: surfreports","Water Surface: Pretty Clean","ratingCell half","null","null","null","null"
"1610737753-3801","https://www.wblivesurf.com/reports/page/427/","05.31.2013","Swell Size: Thigh/Occ. Waist","1:06 PM / BY: sageisland","Water Surface: Light Chop","ratingCell","ratingCell half","null","null","null"
"1610738545-7377","https://www.wblivesurf.com/reports/page/203/","09.10.2018","Swell Size: Thigh-Waist High/Rare Bigger","10:16 AM / BY: surfreports","Water Surface: Clean","ratingCell","ratingCell","null","null","null"
"1610737712-3552","https://www.wblivesurf.com/reports/page/442/","01.18.2013","Swell Size: Thigh-Waist/Occ. Bigger","3:48 PM / BY: sageisland","Water Surface: Light Bump","ratingCell","null","null","null","null"
"1610738044-5353","https://www.wblivesurf.com/reports/page/330/","05.03.2016","Swell Size: Knee/Thigh/Occ. Bigger","12:44 PM / BY: sageisland","Water Surface: Glassy","ratingCell","ratingCell","null","null","null"
"1610739109-9421","https://www.wblivesurf.com/reports/page/75/","02.20.2020","Swell Size: Stomach-Head High","4:15 PM / BY: surfreports","Water Surface: Choppy","ratingCell","ratingCell half","null","null","null"
"1610737267-1034","https://www.wblivesurf.com/reports/page/600/","03.11.2008","Swell Size: Shin/Occ. Knee","7:22 AM / BY: sageisland","Water Surface: Light Bump","ratingCell half","null","null","null","null"
"1610739151-9622","https://www.wblivesurf.com/reports/page/63/","05.03.2020","Swell Size: shin to knee","11:15 AM / BY: surfreports","Water Surface: Fairly Clean","ratingCell half","null","null","null","null"
"1610738894-8643","https://www.wblivesurf.com/reports/page/124/","08.02.2019","Swell Size: Knee High","1:11 PM / BY: surfreports","Water Surface: Light Bump","ratingCell half","null","null","null","null"
"1610738057-5421","https://www.wblivesurf.com/reports/page/325/","06.07.2016","Swell Size: Waist/Stomach/Rare Bigger","3:50 PM / BY: sageisland","Water Surface: Clean","ratingCell","ratingCell","ratingCell half","null","null"
"1610737369-1640","https://www.wblivesurf.com/reports/page/562/","07.31.2008","Swell Size: Knee/Thigh?","6:24 AM / BY: sageisland","Water Surface: Semi-Clean","ratingCell half","null","null","null","null"
"1610738699-7903","https://www.wblivesurf.com/reports/page/170/","01.31.2019","Swell Size: Shin High","3:25 PM / BY: surfreports","Water Surface: Light Bump","null","null","null","null","null"
"1610737961-4901","https://www.wblivesurf.com/reports/page/358/","10.11.2015","Swell Size: Knee/Thigh/Rare Hip","7:18 AM / BY: sageisland","Water Surface: Choppy/Semi-Clean Faces","ratingCell","null","null","null","null"
"1610737867-4445","https://www.wblivesurf.com/reports/page/386/","02.17.2015","Swell Size: thigh/waist/occ+","3:55 PM / BY: sageisland","Water Surface: clean","ratingCell","ratingCell","null","null","null"
"1610738359-6740","https://www.wblivesurf.com/reports/page/243/","04.02.2018","Swell Size: Flat/Shin High","9:57 AM / BY: surfreports","Water Surface: Clean","null","null","null","null","null"
"1610738708-7944","https://www.wblivesurf.com/reports/page/168/","02.06.2019","Swell Size: Knee High","12:54 PM / BY: surfreports","Water Surface: Clean","ratingCell half","null","null","null","null"
"1610738076-5534","https://www.wblivesurf.com/reports/page/318/","08.06.2016","Swell Size: Knee/Thigh","6:34 AM / BY: sageisland","Water Surface: Glassy","ratingCell","ratingCell half","null","null","null"
"1610737524-2453","https://www.wblivesurf.com/reports/page/511/","08.23.2009","Swell Size: Waist/Stomach/Rare Bigger","12:30 PM / BY: sageisland","Water Surface: Semi-Bumpy/Clean Faces","ratingCell","ratingCell half","null","null","null"
"1610739238-9922","https://www.wblivesurf.com/reports/page/44/","07.23.2020","Swell Size: Flat/Shin High","9:05 AM / BY: surfreports","Water Surface: Fairly Clean","null","null","null","null","null"
"1610737419-1906","https://www.wblivesurf.com/reports/page/545/","10.14.2008","Swell Size: Thigh/Occ. Waist","6:59 AM / BY: sageisland","Water Surface: Semi-Clean","ratingCell half","null","null","null","null"
"1610737272-1067","https://www.wblivesurf.com/reports/page/598/","03.17.2008","Swell Size: Knee/Thigh/Occ. Waist","4:47 PM / BY: sageisland","Water Surface: Choppy","ratingCell half","null","null","null","null"
"1610738363-6762","https://www.wblivesurf.com/reports/page/242/","04.04.2018","Swell Size: Knee/Thigh High","3:43 PM / BY: surfreports","Water Surface: Choppy/Semi-Clean Faces","ratingCell","null","null","null","null"
"1610737138-596","https://www.wblivesurf.com/reports/page/627/","11.19.2007","Swell Size: Flat/Shin","4:04 PM / BY: sageisland","Water Surface: Light Bump","ratingCell half","null","null","null","null"
"1610739166-9692","https://www.wblivesurf.com/reports/page/59/","05.21.2020","Swell Size: Stomach-Chest High / Occ Shoulder","4:34 PM / BY: surfreports","Water Surface: Choppy","ratingCell","null","null","null","null"
"1610738535-7356","https://www.wblivesurf.com/reports/page/205/","08.30.2018","Swell Size: Knee High","12:24 PM / BY: surfreports","Water Surface: Light Bump","ratingCell half","null","null","null","null"
"1610738049-5380","https://www.wblivesurf.com/reports/page/328/","05.20.2016","Swell Size: Knee-Thigh High/Maybe Bigger","1:07 PM / BY: sageisland","Water Surface: Choppy","ratingCell","null","null","null","null"
"1610738653-7764","https://www.wblivesurf.com/reports/page/179/","12.24.2018","Swell Size: Flat","3:27 PM / BY: surfreports","Water Surface: Clean","null","null","null","null","null"
"1610737538-2540","https://www.wblivesurf.com/reports/page/506/","09.22.2009","Swell Size: Waist/Chest/Maybe Bigger Peaks","1:06 PM / BY: sageisland","Water Surface: Choppy","ratingCell","null","null","null","null"
"1610739262-10034","https://www.wblivesurf.com/reports/page/37/","08.20.2020","Swell Size: Knee-Thigh High/Maybe Bigger?","9:25 AM / BY: surfreports","Water Surface: Light Bump","null","null","null","null","null"
"1610738572-7482","https://www.wblivesurf.com/reports/page/197/","10.11.2018","Swell Size: Stomach/Chest/Bigger Sets","7:14 AM / BY: surfreports","Water Surface: Choppy/Sloppy","ratingCell half","null","null","null","null"
