,web-scraper-order,web-scraper-start-url,date,swell_size,time,water_surface,total_rating
9984,1610737709-3533,https://www.wblivesurf.com/reports/page/443/,12.21.2012,Swell Size: Thigh/Waist/Occ. Bigger,10:05 AM / BY: sageisland,Water Surface: Hard Sideshore/Offshore,1.0
9985,1610738910-8702,https://www.wblivesurf.com/reports/page/120/,08.19.2019,Swell Size: Knee High,3:42 PM / BY: surfreports,Water Surface: Bumpy,0.5
9986,1610739061-9220,https://www.wblivesurf.com/reports/page/88/,12.29.2019,Swell Size: Knee/Thigh/Occ. Bigger,7:50 AM / BY: surfreports,Water Surface: Clean,0.5
9987,1610737508-2357,https://www.wblivesurf.com/reports/page/517/,06.07.2009,Swell Size: Thigh/Stomach High/Bigger Sets?,1:07 PM / BY: sageisland,Water Surface: Choppy,1.0
9988,1610737250-936,https://www.wblivesurf.com/reports/page/606/,02.16.2008,Swell Size: Thigh-Waist,3:53 PM / BY: sageisland,Water Surface: Choppy,0.5
9989,1610739080-9296,https://www.wblivesurf.com/reports/page/83/,01.19.2020,Swell Size: Thigh/Waist/Occ. Stomach,7:39 AM / BY: surfreports,Water Surface: Pretty Clean,1.5
9990,1610737421-1926,https://www.wblivesurf.com/reports/page/544/,10.16.2008,Swell Size: Knee/Thigh?,3:55 PM / BY: sageisland,Water Surface: Light Bump,0.5
9991,1610739130-9530,https://www.wblivesurf.com/reports/page/69/,03.12.2020,Swell Size: Knee-Thigh High/Occ. Bigger,12:36 PM / BY: surfreports,Water Surface: Light Bump,1.5
9992,1610738897-8665,https://www.wblivesurf.com/reports/page/123/,08.05.2019,Swell Size: Knee/Thigh/Rare Bigger,6:27 AM / BY: surfreports,Water Surface: Glassy,1.0
9993,1610739109-9435,https://www.wblivesurf.com/reports/page/75/,02.17.2020,Swell Size: Thigh/Hip High,10:14 AM / BY: surfreports,Water Surface: Bumpy,1.5
9994,1610738551-7389,https://www.wblivesurf.com/reports/page/202/,09.24.2018,Swell Size: Knee/Occ. Bigger,7:31 AM / BY: surfreports,Water Surface: Light Texture,0.0
9995,1610739276-10096,https://www.wblivesurf.com/reports/page/33/,09.05.2020,Swell Size: Shin-Knee High,4:06 PM / BY: surfreports,Water Surface: Light Bump,0.5
9996,1610738332-6624,https://www.wblivesurf.com/reports/page/250/,03.06.2018,Swell Size: Knee/Thigh High,10:15 AM / BY: surfreports,Water Surface: Choppy,0.5
9997,1610739166-9688,https://www.wblivesurf.com/reports/page/59/,05.22.2020,Swell Size: Waist - Stomach High,4:20 PM / BY: surfreports,Water Surface: Bumpy,2.0
9998,1610737567-2712,https://www.wblivesurf.com/reports/page/495/,01.25.2010,Swell Size: Chest/Head/Plus,9:33 AM / BY: sageisland,Water Surface: Semi-Clean,2.0
9999,1610737497-2297,https://www.wblivesurf.com/reports/page/521/,05.08.2009,Swell Size: Waist/ Occ. Stomach,12:48 PM / BY: sageisland,Water Surface: Choppy,1.0
10000,1610737554-2630,https://www.wblivesurf.com/reports/page/500/,11.15.2009,Swell Size: Thigh/Stomach/Occ. Bigger,10:50 AM / BY: sageisland,Water Surface: Clean,1.5
10001,1610737367-1615,https://www.wblivesurf.com/reports/page/563/,07.30.2008,Swell Size: Knee High,6:27 AM / BY: sageisland,Water Surface: Semi-Glassy,0.5
10002,1610739346-10413,https://www.wblivesurf.com/reports/page/13/,11.28.2020,Swell Size: Knee High,6:57 AM / BY: surfreports,Water Surface: Clean,0.5
10003,1610738506-7268,https://www.wblivesurf.com/reports/page/210/,08.12.2018,Swell Size: Knee High,12:43 PM / BY: surfreports,Water Surface: Light Bump,0.5
10004,1610737919-4756,https://www.wblivesurf.com/reports/page/367/,08.06.2015,Swell Size: Thigh/Waist/Occ. Stomach,6:31 AM / BY: sageisland,Water Surface: Clean,2.0
10005,1610737250-925,https://www.wblivesurf.com/reports/page/606/,02.20.2008,Swell Size: Knee High Shorebreak,9:45 AM / BY: sageisland,Water Surface: Glassy,0.5
10006,1610739339-10385,https://www.wblivesurf.com/reports/page/15/,11.18.2020,Swell Size: Shin High,7:03 AM / BY: surfreports,Water Surface: Semi-Clean/Light Texture,0.5
10007,1610739211-9811,https://www.wblivesurf.com/reports/page/51/,06.25.2020,Swell Size: Knee/Thigh High,6:23 AM / BY: surfreports,Water Surface: Clean,1.0
10008,1610737706-3526,https://www.wblivesurf.com/reports/page/444/,12.08.2012,Swell Size: Thigh/Waist/Bigger,12:19 PM / BY: sageisland,Water Surface: Clean,1.5
10009,1610737806-4095,https://www.wblivesurf.com/reports/page/408/,11.18.2013,Swell Size: Knee/Thigh/Occ. Bigger,7:07 AM / BY: sageisland,Water Surface: Pretty Clean,1.5
10010,1610737646-3173,https://www.wblivesurf.com/reports/page/466/,04.20.2012,Swell Size: Thigh/Waist/Occ.Bigger,4:31 PM / BY: sageisland,Water Surface: Choppy,1.0
10011,1610738699-7907,https://www.wblivesurf.com/reports/page/170/,01.30.2019,Swell Size: Knee High,3:40 PM / BY: surfreports,Water Surface: Choppy,0.0
10012,1610737527-2472,https://www.wblivesurf.com/reports/page/510/,08.26.2009,Swell Size: Thigh/Occ. Waist,4:43 PM / BY: sageisland,Water Surface: Light Bump,1.0
10013,1610737736-3708,https://www.wblivesurf.com/reports/page/433/,04.15.2013,Swell Size: Head High/Bigger Sets,3:55 PM / BY: sageisland,Water Surface: Choppy/Mixed up/Fairly Clean Faces,3.0
10014,1610738476-7161,https://www.wblivesurf.com/reports/page/217/,07.14.2018,Swell Size: Thigh-Stomach High,9:07 AM / BY: surfreports,Water Surface: Bumpy,2.0
10015,1610737657-3244,https://www.wblivesurf.com/reports/page/462/,05.20.2012,Swell Size: Waist/Stomach/Occ. Chest Bigger?,3:26 PM / BY: sageisland,Water Surface: Choppy/Onshore,1.0
10016,1610737133-558,https://www.wblivesurf.com/reports/page/629/,11.11.2007,Swell Size: Shin/Knee,10:27 AM / BY: sageisland,Water Surface: Light Chop,0.5
10017,1610737094-347,https://www.wblivesurf.com/reports/page/643/,09.18.2007,Swell Size: Waist/Stomach/Occ. Chest,7:06 AM / BY: sageisland,Water Surface: choppy,1.5
10018,1610738743-8056,https://www.wblivesurf.com/reports/page/161/,03.06.2019,Swell Size: Ankle/Shin High,10:06 AM / BY: surfreports,Water Surface: Light Bump,0.0
10019,1610738344-6672,https://www.wblivesurf.com/reports/page/247/,03.18.2018,Swell Size: Knee High,10:58 AM / BY: surfreports,Water Surface: Light Chop,0.5
10020,1610737630-3073,https://www.wblivesurf.com/reports/page/472/,01.24.2012,Swell Size: Thigh/Waist High,3:36 PM / BY: sageisland,Water Surface: Light Bump,1.0
10021,1610738589-7523,https://www.wblivesurf.com/reports/page/194/,10.25.2018,Swell Size: Knee High Shore Break,7:20 AM / BY: surfreports,Water Surface: Choppy,0.5
10022,1610738216-6229,https://www.wblivesurf.com/reports/page/275/,11.24.2017,Swell Size: Thigh/Occ. Waist,7:09 AM / BY: surfreports,Water Surface: Light Chop/Semi-Clean Faces,1.5
10023,1610739106-9414,https://www.wblivesurf.com/reports/page/76/,02.14.2020,Swell Size: Knee-Thigh High,12:16 PM / BY: surfreports,Water Surface: Clean,0.5
10024,1610737353-1539,https://www.wblivesurf.com/reports/page/568/,07.04.2008,Swell Size: Knee-Thigh,3:36 PM / BY: sageisland,Water Surface: Choppy,0.5
10025,1610737878-4520,https://www.wblivesurf.com/reports/page/382/,04.01.2015,Swell Size: Knee/Thigh/Occ. Waist?,3:32 PM / BY: sageisland,Water Surface: Choppy,1.0
10026,1610738024-5238,https://www.wblivesurf.com/reports/page/337/,02.24.2016,Swell Size: Chest/Shoulder/Head high,3:24 PM / BY: sageisland,Water Surface: Victory at sea,1.0
10027,1610738935-8795,https://www.wblivesurf.com/reports/page/115/,09.07.2019,Swell Size: Waist High/Rare Bigger,3:45 PM / BY: surfreports,Water Surface: Bumpy,1.5
10028,1610738848-8450,https://www.wblivesurf.com/reports/page/136/,06.15.2019,Swell Size: Knee High,3:36 PM / BY: surfreports,Water Surface: Bumpy,0.5
10029,1610738982-8986,https://www.wblivesurf.com/reports/page/103/,10.27.2019,Swell Size: Thigh/Occ. Waist,7:37 AM / BY: surfreports,Water Surface: Choppy/Sloppy,0.5
10030,1610738332-6633,https://www.wblivesurf.com/reports/page/250/,03.04.2018,Swell Size: Waist/Chest/Occ. Bigger,6:45 AM / BY: surfreports,Water Surface: Semi-Clean,2.0
10031,1610738245-6346,https://www.wblivesurf.com/reports/page/268/,12.20.2017,Swell Size: Ankle/Shin High,3:58 PM / BY: surfreports,Water Surface: Choppy,0.0
10032,1610738636-7698,https://www.wblivesurf.com/reports/page/183/,12.09.2018,Swell Size: Chest/Head/Bigger,7:43 AM / BY: surfreports,Water Surface: Choppy/Sloppy,1.0
10033,1610739272-10086,https://www.wblivesurf.com/reports/page/34/,08.31.2020,Swell Size: Knee-Thigh High,9:08 AM / BY: surfreports,Water Surface: Choppy,0.0
10034,1610737875-4508,https://www.wblivesurf.com/reports/page/383/,03.23.2015,Swell Size: Thigh/Occ Waist,3:34 PM / BY: sageisland,Water Surface: Choppy/Drifty,1.0
10035,1610738501-7248,https://www.wblivesurf.com/reports/page/211/,08.09.2018,Swell Size: Shin/Knee High,12:29 PM / BY: surfreports,Water Surface: Glassy,0.5
10036,1610737695-3459,https://www.wblivesurf.com/reports/page/448/,10.28.2012,Swell Size: Head/Way Over Head High,7:44 AM / BY: sageisland,Water Surface: Pretty Clean/Hard Side-Offshore,2.0
10037,1610737762-3847,https://www.wblivesurf.com/reports/page/424/,06.30.2013,Swell Size: Thigh/Waist/Occ. Bigger,6:20 AM / BY: sageisland,Water Surface: Light Bump/Chop,2.0
10038,1610739116-9459,https://www.wblivesurf.com/reports/page/73/,02.27.2020,Swell Size: Shin High,10:07 AM / BY: surfreports,Water Surface: Clean,0.0
10039,1610738024-5240,https://www.wblivesurf.com/reports/page/337/,02.24.2016,Swell Size: Waist/Chest,9:55 AM / BY: sageisland,Water Surface: Drifty/Choppy,1.0
10040,1610738241-6332,https://www.wblivesurf.com/reports/page/269/,12.16.2017,Swell Size: Ankle-Knee High,10:05 AM / BY: surfreports,Water Surface: Clean,0.5
10041,1610737947-4813,https://www.wblivesurf.com/reports/page/363/,09.18.2015,Swell Size: Thigh-Waist High/Occ. Bigger,12:25 PM / BY: sageisland,Water Surface: Bumpy,2.0
10042,1610737756-3808,https://www.wblivesurf.com/reports/page/426/,06.12.2013,Swell Size: Thigh/Waist/Occ. Stomach,6:14 AM / BY: sageisland,Water Surface: Clean,2.5
10043,1610737578-2774,https://www.wblivesurf.com/reports/page/491/,03.28.2010,Swell Size: Thigh/Waist/Occ. Bigger,4:35 PM / BY: sageisland,Water Surface: Choppy,1.0
10044,1610738073-5524,https://www.wblivesurf.com/reports/page/319/,07.23.2016,Swell Size: Shin-Knee High/Maybe Bigger?,9:15 AM / BY: sageisland,Water Surface: Clean,1.0
10045,1610738229-6270,https://www.wblivesurf.com/reports/page/272/,12.07.2017,Swell Size: Knee/Thigh High?,3:41 PM / BY: surfreports,Water Surface: Clean,0.5
10046,1610739054-9194,https://www.wblivesurf.com/reports/page/90/,12.18.2019,Swell Size: Shin/Knee HIgh,3:54 PM / BY: surfreports,Water Surface: Fairly Clean,0.5
10047,1610737745-3751,https://www.wblivesurf.com/reports/page/430/,05.02.2013,Swell Size: Waist/Chest/Bigger?,12:40 PM / BY: sageisland,Water Surface: Choppy/Drifty,1.5
10048,1610739180-9756,https://www.wblivesurf.com/reports/page/55/,06.07.2020,Swell Size: Knee High,6:15 AM / BY: surfreports,Water Surface: Clean,0.5
10049,1610737135-586,https://www.wblivesurf.com/reports/page/628/,11.11.2007,Swell Size: Shin/Knee/Rare Bigger,4:41 PM / BY: sageisland,Water Surface: Light Bump,0.5
10050,1610738436-7008,https://www.wblivesurf.com/reports/page/226/,06.10.2018,Swell Size: Knee/Thigh High,12:54 PM / BY: surfreports,Water Surface: Light Bump,0.5
10051,1610738970-8928,https://www.wblivesurf.com/reports/page/106/,10.16.2019,Swell Size: Waist/shoulder,4:11 PM / BY: surfreports,Water Surface: clean,2.5
10052,1610737706-3527,https://www.wblivesurf.com/reports/page/444/,12.08.2012,Swell Size: Thigh/Waist/Bigger,10:05 AM / BY: sageisland,Water Surface: Clean,1.5
10053,1610737622-3029,https://www.wblivesurf.com/reports/page/475/,11.28.2011,Swell Size: Thigh/Occ. Waist/Rare Bigger,3:31 PM / BY: sageisland,Water Surface: Choppy,1.0
10054,1610737977-4995,https://www.wblivesurf.com/reports/page/352/,11.21.2015,Swell Size: Thigh/Waist High Shorebreak,3:20 PM / BY: sageisland,Water Surface: Light Onshore Bump,1.5
10055,1610738833-8394,https://www.wblivesurf.com/reports/page/140/,05.28.2019,Swell Size: Knee High,3:44 PM / BY: surfreports,Water Surface: Choppy,0.5
10056,1610738204-6175,https://www.wblivesurf.com/reports/page/278/,11.13.2017,Swell Size: Knee/Thigh/Occ. Hip,6:54 AM / BY: surfreports,Water Surface: Clean,1.5
10057,1610738381-6825,https://www.wblivesurf.com/reports/page/238/,04.21.2018,Swell Size: Ankle/Shin High,6:39 AM / BY: surfreports,Water Surface: not clean,0.0
10058,1610738141-5825,https://www.wblivesurf.com/reports/page/300/,12.17.2016,Swell Size: Chest/Shoulder High,7:25 AM / BY: sageisland,Water Surface: Clean,3.0
10059,1610738555-7409,https://www.wblivesurf.com/reports/page/201/,09.27.2018,Swell Size: Knee High Shore Break,7:00 AM / BY: surfreports,Water Surface: Light Texture,0.5
10060,1610739311-10263,https://www.wblivesurf.com/reports/page/23/,10.15.2020,Swell Size: Ankle - Shin,10:05 AM / BY: surfreports,Water Surface: Clean,0.5
10061,1610738780-8202,https://www.wblivesurf.com/reports/page/152/,04.10.2019,Swell Size: Knee High,3:30 PM / BY: surfreports,Water Surface: Choppy,0.5
10062,1610738241-6326,https://www.wblivesurf.com/reports/page/269/,12.17.2017,Swell Size: Ankle/Knee High,3:34 PM / BY: surfreports,Water Surface: Light Bump,0.0
10063,1610738722-7976,https://www.wblivesurf.com/reports/page/166/,02.14.2019,Swell Size: Flat,12:10 PM / BY: surfreports,Water Surface: Clean,0.0
10064,1610737541-2554,https://www.wblivesurf.com/reports/page/505/,09.27.2009,Swell Size: Thigh-Waist,4:16 PM / BY: sageisland,Water Surface: Glassy,1.0
10065,1610737823-4195,https://www.wblivesurf.com/reports/page/402/,02.11.2014,Swell Size: Waist/Stomach/Occ. Bigger,12:48 PM / BY: sageisland,Water Surface: Choppy,2.5
10066,1610739286-10153,https://www.wblivesurf.com/reports/page/30/,09.15.2020,Swell Size: Thigh-Waist High,12:34 PM / BY: surfreports,Water Surface: Bumpy/Drift,1.5
10067,1610737091-320,https://www.wblivesurf.com/reports/page/644/,09.16.2007,Swell Size: Waist-Stomach,4:56 PM / BY: sageisland,Water Surface: Semi-Choppy,1.5
10068,1610738716-7961,https://www.wblivesurf.com/reports/page/167/,02.10.2019,Swell Size: Thigh/Waist/Occ. Bigger?,10:55 AM / BY: surfreports,Water Surface: Light Bump,1.0
10069,1610739087-9327,https://www.wblivesurf.com/reports/page/81/,01.27.2020,Swell Size: Knee High Shorebreak,10:06 AM / BY: surfreports,Water Surface: Clean,0.0
10070,1610738286-6467,https://www.wblivesurf.com/reports/page/260/,01.24.2018,Swell Size: Knee/Thigh High?,12:39 PM / BY: surfreports,Water Surface: Light Bump,1.0
10071,1610737391-1742,https://www.wblivesurf.com/reports/page/555/,08.31.2008,Swell Size: Knee/Occ. Thigh,9:47 AM / BY: sageisland,Water Surface: Semi-glassy,0.5
10072,1610738776-8177,https://www.wblivesurf.com/reports/page/153/,04.09.2019,Swell Size: thigh/hip,9:13 AM / BY: surfreports,Water Surface: clean/light texture,1.0
10073,1610738472-7148,https://www.wblivesurf.com/reports/page/218/,07.09.2018,"Swell Size: Waist/Stomach/ Occ, Chest",12:28 PM / BY: surfreports,Water Surface: Semi-Clean,2.0
10074,1610737102-394,https://www.wblivesurf.com/reports/page/640/,10.04.2007,Swell Size: Waist/Chest/Rare Bigger,4:09 PM / BY: sageisland,Water Surface: Choppy,1.0
10075,1610738754-8105,https://www.wblivesurf.com/reports/page/158/,03.18.2019,Swell Size: Knee High Shore Break,7:15 AM / BY: surfreports,Water Surface: Clean,0.5
10076,1610738286-6470,https://www.wblivesurf.com/reports/page/260/,01.23.2018,Swell Size: Waist/Stomach,3:17 PM / BY: surfreports,Water Surface: Clean,2.5
10077,1610737581-2781,https://www.wblivesurf.com/reports/page/490/,04.18.2010,Swell Size: Thigh-Waist,4:10 PM / BY: sageisland,Water Surface: Choppy,1.0
10078,1610738564-7443,https://www.wblivesurf.com/reports/page/199/,10.04.2018,Swell Size: Flat,3:46 PM / BY: surfreports,Water Surface: Light Bump,0.5
10079,1610737883-4554,https://www.wblivesurf.com/reports/page/380/,04.13.2015,Swell Size: Knee/Thigh High,3:39 PM / BY: sageisland,Water Surface: Choppy,1.0
10080,1610737138-603,https://www.wblivesurf.com/reports/page/627/,11.15.2007,Swell Size: Knee,4:15 PM / BY: sageisland,Water Surface: Glassy,0.5
10081,1610738951-8854,https://www.wblivesurf.com/reports/page/111/,09.25.2019,Swell Size: Knee/Thigh High,10:16 AM / BY: surfreports,Water Surface: Light Bump/texture,1.0
10082,1610737367-1626,https://www.wblivesurf.com/reports/page/563/,07.28.2008,Swell Size: Maybe Knee High Sets,6:20 AM / BY: sageisland,Water Surface: Glassy,0.5
10083,1610737597-2880,https://www.wblivesurf.com/reports/page/484/,11.14.2010,Swell Size: Waist/Chest/Occ. Bigger Sets,12:21 PM / BY: sageisland,Water Surface: Semi-Choppy,1.5
10084,1610739245-9959,https://www.wblivesurf.com/reports/page/42/,07.30.2020,Swell Size: Knee/Thigh,6:09 AM / BY: surfreports,Water Surface: Clean,0.5
10085,1610738555-7412,https://www.wblivesurf.com/reports/page/201/,09.26.2018,Swell Size: Thigh/Waist High Shorebreak,9:53 AM / BY: surfreports,Water Surface: Clean,1.0
10086,1610738054-5419,https://www.wblivesurf.com/reports/page/326/,05.29.2016,Swell Size: Waist/Stomach/Occ. Bigger,4:07 PM / BY: sageisland,Water Surface: Choppy,2.0
10087,1610738939-8798,https://www.wblivesurf.com/reports/page/114/,09.15.2019,Swell Size: Waist/Stomach,10:10 AM / BY: surfreports,Water Surface: Bumpy,1.5
10088,1610739069-9259,https://www.wblivesurf.com/reports/page/86/,01.04.2020,Swell Size: Knee-Thigh High/ Occ. Waist,10:15 AM / BY: surfreports,Water Surface: Fairly Clean,1.5
10089,1610738250-6357,https://www.wblivesurf.com/reports/page/267/,12.26.2017,Swell Size: Ankle/Knee High?,12:40 PM / BY: surfreports,Water Surface: Choppy,0.0
10090,1610737587-2822,https://www.wblivesurf.com/reports/page/488/,07.18.2010,Swell Size: Thigh/Waist/Occ. Bigger,9:56 AM / BY: sageisland,Water Surface: Light Chop,1.5
10091,1610737116-468,https://www.wblivesurf.com/reports/page/635/,10.22.2007,Swell Size: Knee/Thigh/Occ. Bigger,12:41 PM / BY: sageisland,Water Surface: Light chop,1.0
10092,1610738229-6278,https://www.wblivesurf.com/reports/page/272/,12.05.2017,Swell Size: Thigh/Waist/Stomach,3:27 PM / BY: surfreports,Water Surface: Light Bump,2.0
10093,1610739113-9438,https://www.wblivesurf.com/reports/page/74/,02.24.2020,Swell Size: Knee-Thigh High,12:54 PM / BY: surfreports,Water Surface: Glassy,1.0
10094,1610738970-8925,https://www.wblivesurf.com/reports/page/106/,10.17.2019,Swell Size: Flat,12:41 PM / BY: surfreports,Water Surface: Glassy,0.5
10095,1610738472-7144,https://www.wblivesurf.com/reports/page/218/,07.10.2018,Swell Size: Knee/Thigh High,12:39 PM / BY: surfreports,Water Surface: clean/light texture,1.5
10096,1610737944-4798,https://www.wblivesurf.com/reports/page/364/,09.07.2015,Swell Size: Knee/Thigh/Occ. Bigger,6:46 AM / BY: sageisland,Water Surface: Light Chop,1.0
10097,1610738038-5319,https://www.wblivesurf.com/reports/page/332/,04.19.2016,Swell Size: Knee/Thigh/Occ. Bigger?,9:56 AM / BY: sageisland,Water Surface: Clean,1.0
10098,1610739159-9659,https://www.wblivesurf.com/reports/page/61/,05.11.2020,Swell Size: Flat/Shin High,4:19 PM / BY: surfreports,Water Surface: Clean,0.0
10099,1610737331-1417,https://www.wblivesurf.com/reports/page/576/,06.05.2008,Swell Size: Knee/Thigh High,6:28 AM / BY: sageisland,Water Surface: Semi-Glassy,0.5
10100,1610737119-477,https://www.wblivesurf.com/reports/page/634/,10.28.2007,Swell Size: Thigh/Stomach High/Bigger Sets?,7:11 AM / BY: sageisland,Water Surface: Semi-clean/Light Bump,1.5
10101,1610738476-7153,https://www.wblivesurf.com/reports/page/217/,07.16.2018,Swell Size: Knee/Thigh High,9:07 AM / BY: surfreports,Water Surface: Glassy,1.5
10102,1610738286-6463,https://www.wblivesurf.com/reports/page/260/,01.25.2018,Swell Size: Flat/Shin,12:17 PM / BY: surfreports,Water Surface: Clean,0.0
10103,1610738586-7509,https://www.wblivesurf.com/reports/page/195/,10.20.2018,Swell Size: Knee High,12:28 PM / BY: surfreports,Water Surface: Bumpy,0.5
10104,1610737864-4441,https://www.wblivesurf.com/reports/page/387/,01.15.2015,Swell Size: Thigh/Occ. Waist,7:41 AM / BY: sageisland,Water Surface: Clean,2.0
10105,1610738684-7853,https://www.wblivesurf.com/reports/page/173/,01.20.2019,Swell Size: Stomach/Chest/Occ Shoulder,11:09 AM / BY: surfreports,Water Surface: Clean/Light Texture,3.0
10106,1610737100-377,https://www.wblivesurf.com/reports/page/641/,10.01.2007,Swell Size: Waist/Chest/Bigger?,7:09 AM / BY: sageisland,Water Surface: Semi-Chop/Clean Faces,1.5
10107,1610737182-845,https://www.wblivesurf.com/reports/page/611/,01.31.2008,Swell Size: Thigh/Waist/Bigger?,9:52 AM / BY: sageisland,Water Surface: Choppy,0.5
10108,1610738754-8099,https://www.wblivesurf.com/reports/page/158/,03.19.2019,Swell Size: Waist/Stomach Maybe,12:41 PM / BY: surfreports,Water Surface: Choppy,1.0
10109,1610737372-1653,https://www.wblivesurf.com/reports/page/561/,08.02.2008,Swell Size: knee high,4:17 PM / BY: sageisland,Water Surface: semi-glassy,0.5
10110,1610737750-3783,https://www.wblivesurf.com/reports/page/428/,05.24.2013,Swell Size: Thigh/Waist/Occ. Stomach,8:58 AM / BY: sageisland,Water Surface: Clean,2.5
10111,1610738767-8150,https://www.wblivesurf.com/reports/page/155/,03.30.2019,Swell Size: Knee/Thigh High Shorebreak,4:15 PM / BY: surfreports,Water Surface: Choppy,1.0
10112,1610737584-2802,https://www.wblivesurf.com/reports/page/489/,05.25.2010,Swell Size: Chest/Head High Sets,6:41 AM / BY: sageisland,Water Surface: Choppy/ Clean Faces,1.5
10113,1610737679-3358,https://www.wblivesurf.com/reports/page/454/,09.07.2012,Swell Size: Waist/Chest/Occ. Bigger,12:20 PM / BY: sageisland,Water Surface: Light Bump/Chop,1.5
10114,1610738906-8696,https://www.wblivesurf.com/reports/page/121/,08.13.2019,Swell Size: Knee/Thigh High,9:09 AM / BY: surfreports,Water Surface: Glassy,1.5
10115,1610739336-10367,https://www.wblivesurf.com/reports/page/16/,11.14.2020,Swell Size: Knee-Thigh High/Occ. Bigger,1:02 PM / BY: surfreports,Water Surface: Choppy,1.0
10116,1610737823-4191,https://www.wblivesurf.com/reports/page/402/,02.12.2014,Swell Size: Thigh-Waist/Occ. Bigger Sets,3:31 PM / BY: sageisland,Water Surface: Choppy/Drifty,2.0
10117,1610738795-8259,https://www.wblivesurf.com/reports/page/148/,04.28.2019,Swell Size: Flat,12:42 PM / BY: surfreports,Water Surface: Choppy,0.0
10118,1610738068-5494,https://www.wblivesurf.com/reports/page/321/,07.06.2016,Swell Size: Knee/Occ.Thigh,1:17 PM / BY: sageisland,Water Surface: Clean,1.0
10119,1610737299-1215,https://www.wblivesurf.com/reports/page/588/,05.03.2008,Swell Size: Knee High,9:38 AM / BY: sageisland,Water Surface: Light Bump,0.5
10120,1610738125-5733,https://www.wblivesurf.com/reports/page/306/,10.11.2016,Swell Size: Thigh/Waist,7:22 AM / BY: sageisland,Water Surface: Light Bump,1.0
10121,1610739336-10380,https://www.wblivesurf.com/reports/page/16/,11.11.2020,Swell Size: Stomach-Shoulder High/Occ. Bigger,10:21 AM / BY: surfreports,Water Surface: Bumpy/Drifty,2.0
10122,1610737611-2972,https://www.wblivesurf.com/reports/page/479/,07.08.2011,Swell Size: Waist/Chest/Occ. Bigger,9:10 AM / BY: sageisland,Water Surface: Semi-Clean/Light Bump,1.5
10123,1610737635-3102,https://www.wblivesurf.com/reports/page/470/,03.04.2012,Swell Size: Thigh/Waist/Stomach High,12:47 PM / BY: sageisland,Water Surface: Glassy,1.5
10124,1610738405-6882,https://www.wblivesurf.com/reports/page/234/,05.08.2018,Swell Size: Thigh/Waist,3:38 PM / BY: surfreports,Water Surface: Clean,2.0
10125,1610739343-10403,https://www.wblivesurf.com/reports/page/14/,11.21.2020,Swell Size: Knee-Waist High,3:33 PM / BY: surfreports,Water Surface: Fairly Clean,2.0
10126,1610737350-1518,https://www.wblivesurf.com/reports/page/569/,06.29.2008,Swell Size: waist-stomach,4:12 PM / BY: sageisland,Water Surface: choppy,1.5
10127,1610738328-6619,https://www.wblivesurf.com/reports/page/251/,02.27.2018,Swell Size: Knee/Thigh/Occ. Waist High?,12:38 PM / BY: surfreports,Water Surface: Choppy/Semi-Clean Faces,0.5
10128,1610737430-1972,https://www.wblivesurf.com/reports/page/541/,11.06.2008,Swell Size: Knee/Thigh/Bigger?,10:02 AM / BY: sageisland,Water Surface: Offshore Winds,0.5
10129,1610738282-6453,https://www.wblivesurf.com/reports/page/261/,01.20.2018,Swell Size: Shin/Knee High,7:18 AM / BY: surfreports,Water Surface: Clean,0.5
10130,1610737908-4692,https://www.wblivesurf.com/reports/page/371/,07.02.2015,Swell Size: Knee/Thigh/Rare Waist,6:35 AM / BY: sageisland,Water Surface: Clean,1.0
10131,1610737253-956,https://www.wblivesurf.com/reports/page/605/,02.21.2008,Swell Size: Knee High,7:01 AM / BY: sageisland,Water Surface: Choppy,0.5
10132,1610737326-1386,https://www.wblivesurf.com/reports/page/578/,05.29.2008,Swell Size: Knee/Thigh/Occ. Bigger,6:27 AM / BY: sageisland,Water Surface: Light Chop,0.5
10133,1610739140-9576,https://www.wblivesurf.com/reports/page/66/,04.09.2020,Swell Size: Check Live Cam,9:06 AM / BY: surfreports,Water Surface: Check Live Cam,0.0
10134,1610737781-3956,https://www.wblivesurf.com/reports/page/417/,08.26.2013,Swell Size: Waist/Occ. Stomach,1:22 PM / BY: sageisland,Water Surface: Light Bump,2.5
10135,1610739248-9978,https://www.wblivesurf.com/reports/page/41/,08.02.2020,Swell Size: Stomach/Chest/Rare Bigger,8:44 AM / BY: surfreports,Water Surface: Sideshore Texture,2.0
10136,1610738016-5191,https://www.wblivesurf.com/reports/page/340/,02.04.2016,Swell Size: Thigh-Waist High/Rare Bigger,10:00 AM / BY: sageisland,Water Surface: Fairly Clean,2.0
10137,1610739325-10325,https://www.wblivesurf.com/reports/page/19/,11.01.2020,Swell Size: Thigh/Occ. Hip,6:24 AM / BY: surfreports,Water Surface: Choppy/Sloppy,1.0
10138,1610739184-9771,https://www.wblivesurf.com/reports/page/54/,06.11.2020,Swell Size: Thigh/Occ Waist,10:13 AM / BY: surfreports,Water Surface: Choppy,0.5
10139,1610738046-5370,https://www.wblivesurf.com/reports/page/329/,05.10.2016,Swell Size: Knee-Thigh High,10:03 AM / BY: sageisland,Water Surface: Clean,1.0
10140,1610738221-6247,https://www.wblivesurf.com/reports/page/274/,11.27.2017,Swell Size: Flat/Shin,12:05 PM / BY: surfreports,Water Surface: Clean,0.0
